aborticide	n
abortifacient	n
abortifacient	a
abortion	n
abortionist	n
abortive	a
abortus	n
abound	v
abound	v
abounding	a
about-face	n
about	r
about	r
about	r
about	r
about	r
about	r
about	a
above	n
above	r
above	r
above	a
aboveboard	a
aboveground	a
abracadabra	n
abrade	v
Abraham	n
abrasion	n
abrasion	n
abrasive	n
abrasive	a
abreast	r
abreast	a
abridge	v
abridge	v
abridged	a
abroach	a
abroad	r
abroad	a
abrogate	v
abrogation	n
abrupt	a
abrupt	a
abrupt	a
abrupt	a
abruptly	r
abruptness	n
abruptness	n
abruptness	n
Abruzzi	n
abscess	n
abscessed	a
abscissa	n
abscission	n
abscission	n
abscond	v
absconder	n
absence	n
absence	n
absence	n
absence	n
absent	a
absent	a
absent	v
absentee	n
absenteeism	n
absently	r
absinth	n
absolute	a
absolute	n
absolute	a
absolute	a
absolute	a
absolute	a
absolutely	r
absolutely	r
absoluteness	n
absolution	n
absolution	n
absolutism	n
absolutism	n
absolutism	n
absolutist	a
absolutist	n
absolve	v
absolved	a
absolver	n
absolvitory	a
absorb	v
absorb	v
absorb	v
absorb	v
absorb	v
absorb	v
absorb	v
absorb	v
absorbable	a
absorbed	a
absorbency	n
absorbent	a
absorbent material	n
absorber	n
absorbing	a
absorption	n
absorption	n
absorptivity	n
abstain	v
abstain	v
abstainer	n
abstainer	n
abstemious	a
abstemious	a
abstemiously	r
abstemiousness	n
abstemiousness	n
abstinence	n
abstinence	n
abstinent	a
abstract	a
abstract	a
abstract	a
abstract	v
abstract	v
abstract	v
abstractedness	n
abstraction	n
abstraction	n
abstraction	n
abstraction	n
abstraction	n
abstractionism	n
abstractionism	n
abstractionist	n
abstractly	r
abstractness	n
abstruse	a
absurd	n
absurd	a
absurd	a
absurdity	n
absurdity	n
absurdly	r
Abuja	n
abundance	n
abundance	n
abundance	n
abundant	a
abundantly	r
abuse	n
abuse	v
abuse	v
abused	a
abused	a
abuser	n
abusive	a
abusive	a
abusively	r
Abutilon	n
abutment	n
abutment	n
abutter	n
abuzz	a
abysmal	a
abysmal	a
abyss	n
abyssal	a
Abyssinian	n
acacia	n
academia	n
academic	a
academic	a
academic	a
academic degree	n
academically	r
academician	n
academician	n
academician	n
academy	n
academy	n
academy	n
academy	n
Academy Award	n
Acadia	n
Acadian	n
Acanthaceae	n
Acanthocephala	n
acanthoid	a
acanthosis	n
acanthus	n
Acapulco	n
acaricide	n
Acarina	n
acarus	n
acaulescent	a
accede	v
accelerando	n
accelerando	r
accelerando	a
accelerate	v
accelerate	v
accelerated	a
acceleration	n
acceleration	n
acceleration	n
accelerative	a
accelerator	n
accelerator	n
accelerator	n
accelerometer	n
accent	n
accent	n
accentor	n
accentual	a
accentual	a
accentuation	n
accept	v
accept	v
accept	v
accept	v
accept	v
accept	v
accept	v
accept	v
accept	v
acceptability	n
acceptable	a
acceptable	a
acceptable	a
acceptably	r
acceptance	n
acceptance	n
acceptance	n
acceptance	n
acceptation	n
accepted	a
accepting	a
acceptor	n
acceptor	n
access	n
access	n
access	n
access	n
access	n
access	v
access	v
accessary	a
accessible	a
accessible	a
accessible	a
accessible	a
accession	n
accession	n
accession	n
accession	n
accession	n
accession	v
accessory	n
accessory	n
accessory	n
accessory	a
accident	n
accident	n
accidental	n
accidental	a
Accipiter	n
acclaim	n
acclaim	v
acclimatization	n
acclimatize	v
acclivitous	a
accommodate	v
accommodate	v
accommodate	v
accommodating	a
accommodating	a
accommodation	n
accommodation	n
accommodation	n
accommodation	n
accommodation	n
accommodative	a
accommodative	a
accompanied	a
accompanied	a
accompaniment	n
accompaniment	n
accompanist	n
accompany	v
accomplice	n
accomplishable	a
accomplished	a
accomplished	a
accomplished	a
accomplishment	n
accord	n
accord	n
accord	v
accordance	n
accordant	a
accordant	a
according	a
according	a
accordingly	r
accordion	n
accordionist	n
account	n
account	n
account	n
account	n
account	v
account	v
account	v
account payable	n
accountability	n
accountable	a
accountancy	n
accountant	n
accounting	n
accounting	n
accounting	n
Accra	n
accredit	v
accredit	v
accredit	v
accreditation	n
accredited	a
accrete	v
accrete	v
accretion	n
accretion	n
accretion	n
accretion	n
accretion	n
accretion	n
accretionary	a
accretive	a
accrue	v
accrue	v
accrued	a
acculturate	v
acculturation	n
acculturation	n
acculturational	a
accumbent	a
accumulate	v
accumulation	n
accumulation	n
accumulative	a
accumulative	a
accumulator	n
accuracy	n
accuracy	n
accurate	a
accurate	a
accurately	r
accurately	r
accurse	v
accursed	a
accusation	n
accusation	n
accusative	n
accusative	a
accuse	v
accused	n
accuser	n
accusingly	r
accustomed	a
accustomed	a
ace	n
ace	n
ace	n
ace	a
ace	v
ace	v
ace	v
Acer	n
acerate	a
acerate leaf	n
acerb	a
acerb	a
acerbity	n
acerbity	n
acetabular	a
acetabulum	n
acetal	n
acetaldehyde	n
acetamide	n
acetaminophen	n
acetate	n
acetate rayon	n
acetic	a
acetone	n
acetophenetidin	n
acetose	a
acetyl	n
acetylation	n
acetylcholine	n
acetylene	n
Achaean	a
Achaean	n
Achaean	n
ache	n
ache	v
ache	v
achene	n
Acheron	n
Acheronian	a
Acheson	n
achievability	n
achieve	v
achiever	n
achillea	n
Achilles	n
aching	a
achira	n
achondrite	n
achondroplasia	n
achromatic	a
acid	n
acid	n
acid	a
acidemia	n
acidic	a
acidic	a
acidification	n
acidify	v
acidity	n
acidity	n
acidophilic	a
acidosis	n
acidotic	a
acinar	a
acinar	a
Acipenser	n
ackee	n
acknowledge	v
acknowledge	v
acknowledge	v
acknowledge	v
acknowledged	a
acknowledged	a
acknowledgment	n
acme	n
acne	n
acned	a
acolyte	n
aconite	n
Aconitum	n
acorn	n
Acorus	n
acoustic	a
acoustic	n
acoustically	r
acoustician	n
acoustics	n
acquaint	v
acquaintance	n
acquaintance	n
acquaintance	n
acquainted	a
acquiescence	n
acquiescent	a
acquirable	a
acquire	v
acquire	v
acquired	a
acquirer	n
acquirer	n
acquirer	n
acquiring	n
acquisition	n
acquisition	n
acquisitive	a
acquisitiveness	n
acquit	v
acquittal	n
acquittance	n
acquitted	a
acre	n
Acre	n
Acre	n
acreage	n
Acrididae	n
acrimonious	a
acrobat	n
acrobatic	a
acrobatics	n
acrobatics	n
acrocentric	a
acromegalic	a
acromegaly	n
acromion	n
acronym	n
acrophobia	n
acropolis	n
Acropora	n
acrosome	n
across-the-board	a
across	r
across	r
acrostic	n
acrylic	n
acrylic	n
acrylic	n
acrylic fiber	n
acrylonitrile-butadiene-styrene	n
act	n
act	n
act	n
act	n
act	n
act	v
act	v
act	v
act	v
act	v
act	v
act	v
act	v
Actaea	n
actin	n
acting	n
acting	a
Actinia	n
actinia	n
actinic	a
Actinidia	n
actinium	n
actinolite	n
actinomorphic	a
actinomyces	n
actinomycete	n
actinomycin	n
actinomycosis	n
action	n
action	n
action	n
action	n
action	n
action	n
action	n
action	v
actionable	a
Actium	n
Actium	n
activate	v
activate	v
activate	v
activate	v
activated	a
activated	a
activated	a
activated	a
activating	a
activation	n
activation	n
activator	n
active	a
active	a
active	a
active	a
active	a
active	a
active	a
active	a
active	a
active	a
active	a
active	n
active	a
active	a
active	a
active agent	n
active voice	n
actively	r
activeness	n
activism	n
activist	a
activity	n
activity	n
actomyosin	n
actor's line	n
actor	n
actor	n
actress	n
Acts of the Apostles	n
actual	a
actual	a
actual	a
actual	a
actual	a
actuality	n
actualize	v
actually	r
actually	r
actually	r
actually	r
actuarial	a
actuated	a
actuator	n
acuate	a
acuity	n
acumen	n
acuminate	a
acuminate	v
acupressure	n
acupuncture	n
acute	a
acute	a
acute	a
acute	a
acute	a
acute accent	n
acutely	r
acutely	r
acuteness	n
acuteness	n
acuteness	n
acyclic	a
acyclic	a
acyl	n
acylation	n
ad-lib	a
ad-lib	a
ad	n
AD	r
ad lib	r
Adad	n
adagio	n
adagio	n
adagio	r
adagio	a
Adam	n
Adam	n
Adam	n
adamance	n
adamant	a
adamantine	a
adamantine	a
adamantly	r
Adams	n
Adams	n
Adams	n
Adams	n
Adansonia	n
adapt	v
adaptability	n
adaptable	a
adaptation	n
adaptation	n
adaptation	n
adapted	a
adapter	n
adaptive	a
Adar	n
adaxial	a
add	v
add	v
add	v
add	v
addax	n
addend	n
addendum	n
adder	n
adder	n
adder	n
addict	n
addict	n
addict	v
addicted	a
addiction	n
addiction	n
addiction	n
addictive	a
addition	n
addition	n
addition	n
addition	n
additionally	r
additive	a
additive	n
addle-head	n
addle	v
addle	v
addlebrained	a
addled	a
addled	a
address	n
address	n
address	n
address	n
address	n
address	n
address	n
address	v
address	v
address	v
address	v
address	v
address	v
address	v
address	v
address	v
addressed	a
addressee	n
adduce	v
adduct	n
adduct	v
adduction	n
adductor	n
Adelaide	n
Aden	n
adenine	n
adenocarcinoma	n
adenoid	a
adenoidal	a
adenoidal	a
adenoma	n
adenopathy	n
adenosine	n
adenosine deaminase	n
adenosine diphosphate	n
adenosine monophosphate	n
adenosine triphosphate	n
adept	a
adeptness	n
adequacy	n
adequate	a
adequate	a
adequate	a
adequate to	a
adequately	r
adhere	v
adhere	v
adhere	v
adhere	v
adherent	a
adhesion	n
adhesion	n
adhesive	a
adhesive material	n
adhesiveness	n
Adi Granth	n
adiabatic	a
Adiantum	n
adieu	n
adipose	a
adipose tissue	n
adiposity	n
Adirondacks	n
adit	n
Aditi	n
Aditya	n
adjacency	n
adjacent	a
adjacent	a
adjacent	a
adjectival	a
adjectivally	r
adjective	a
adjective	n
adjective	n
adjoin	v
adjourn	v
adjourn	v
adjournment	n
adjournment	n
adjudication	n
adjudicative	a
adjudicator	n
adjunct	n
adjunct	n
adjunct	n
adjunct	a
adjunctive	a
adjure	v
adjust	v
adjust	v
adjust	v
adjust	v
adjustable	a
adjustable	a
adjusted	a
adjusted	a
adjusted	a
adjusted	a
adjuster	n
adjustive	a
adjustment	n
adjustment	n
adjutant	n
adjutant bird	n
adjuvant	n
adjuvant	a
administer	v
administer	v
administer	v
administer	v
administration	n
administration	n
administration	n
administration	n
administrative	a
administratively	r
administrator	n
administrator	n
administrator	n
admirability	n
admirable	a
admirable	a
admirably	r
admiral	n
admiral	n
admiralty	n
admiralty	n
admiration	n
admiration	n
admire	v
admire	v
admired	a
admirer	n
admirer	n
admiringly	r
admissibility	n
admissible	a
admission	n
admission	n
admit	v
admit	v
admit	v
admit	v
admit	v
admit	v
admix	v
admixture	n
admixture	n
admonish	v
admonisher	n
admonition	n
admonition	n
admonitory	a
admonitory	a
adnate	a
adnexal	a
adobe	n
adobe	n
adobo	n
adolescence	n
adolescence	n
adolescent	a
adolescent	n
adolescent	a
adolescent	a
adolescent	a
adonis	n
Adonis	n
Adonis	n
adopt	v
adopt	v
adopt	v
adoptable	a
adopted	a
adoptee	n
adoption	n
adoption	n
adoptive	a
adoptive parent	n
adorability	n
adorable	a
adorably	r
adoration	n
adoration	n
adore	v
adored	a
adoring	a
adoring	a
adoringly	r
adorned	a
adornment	n
adornment	n
adrenal	a
adrenal	a
adrenal gland	n
adrenalectomy	n
adrenergic	a
adrenergic	n
adrenocortical	a
adrenocorticotropic	a
adrenocorticotropic hormone	n
Adrian	n
Adriatic	n
adrift	r
adrift	r
adrift	a
adrift	a
adroit	a
adroitly	r
adsorb	v
adsorbable	a
adsorbate	n
adsorbent	a
adsorbent	n
adsorption	n
adulation	n
adulatory	a
adult	n
adult	n
adult	a
adult respiratory distress syndrome	n
adulterant	n
adulterate	a
adulterating	a
adulteration	n
adulteration	n
adulterer	n
adulteress	n
adulterous	a
adulterous	a
adultery	n
adulthood	n
adulthood	n
adumbrative	a
adust	a
advance	n
advance	n
advance	a
advance	a
advance	v
advance	v
advance	v
advance	v
advance	v
advance	v
advance	v
advanced	a
advanced	a
advanced	a
advanced	a
advanced	a
advanced	a
advanced	a
Advanced Research and Development Activity	n
advancement	n
advancer	n
advancing	a
advantage	n
advantage	n
advantage	n
advantage	v
advantageous	a
advantageous	a
advection	n
advective	a
advent	n
Advent	n
Adventism	n
Adventist	n
adventitious	a
adventive	a
adventure	n
adventurer	n
adventuress	n
adventurism	n
adventurous	a
adventurousness	n
adverb	n
adverb	n
adverbial	a
adverbial	n
adverbially	r
adversary	n
adverse	a
adverse	a
adversely	r
adversity	n
adversity	n
advertent	a
advertise	v
advertise	v
advertised	a
advertiser	n
advertising	n
advice	n
advisability	n
advisable	a
advise	v
advised	a
advisee	n
adviser	n
advisory	n
advisory	a
advocacy	n
advocate	n
advocate	n
advowson	n
adynamic	a
adz	n
Aedes	n
Aegean	a
Aegean	a
Aegean	n
Aegilops	n
Aegina	n
Aegina	n
Aegisthus	n
Aeneas	n
Aeneid	n
Aeolian	a
Aeolian	a
Aeolian	n
Aeolian	n
Aeolic	n
Aeolus	n
aerated	a
aerated	a
aeration	n
aeration	n
aerator	n
aerial	a
aerialist	n
aerially	r
aerie	n
aerie	n
aeriform	a
aerobe	n
aerobic	a
aerobic	a
aerobics	n
aerodynamic	a
aerodynamic lift	n
aerolite	n
aerology	n
aeromechanics	n
aeronautical	a
aeronautics	n
aerosol	n
aerosol	n
aerospace	n
Aeschylus	n
aesculapian	a
Aesculapius	n
Aesculus	n
Aesir	n
Aesop	n
aesthetic	a
aesthetic	a
aesthetic	n
aesthetic	a
aesthetically	r
aesthetics	n
aestival	a
Aether	n
afar	r
afeard	a
afebrile	a
affability	n
affable	a
affably	r
affair	n
affair	n
affairs	n
affect	n
affect	v
affect	v
affect	v
affectation	n
affected	a
affected	a
affected role	n
affecting	a
affectingly	r
affection	n
affectional	a
affectionate	a
affectionateness	n
afferent	a
affiant	n
affidavit	n
affiliate	n
affiliate	n
affiliate	v
affiliated	a
affiliation	n
affiliation	n
affinal	a
affine	a
affine	n
affinity	n
affinity	n
affinity	n
affinity	n
affinity	n
affinity	n
affinity	n
affirm	v
affirm	v
affirmation	n
affirmation	n
affirmation	n
affirmative	a
affirmative	n
affirmative	a
affirmatively	r
Affirmed	n
affix	n
affix	v
affix	v
affixation	n
affixation	n
affixed	a
afflatus	n
afflict	v
afflict	v
afflicted	a
afflicted	a
affliction	n
affliction	n
affliction	n
afflictive	a
affluence	n
affluent	n
affluent	a
afford	v
afford	v
afford	v
afforest	v
afforestation	n
affranchise	v
affray	n
affray	n
affricate	n
afghan	n
Afghan	n
Afghan hound	n
Afghani	a
afghani	n
Afghanistan	n
aficionado	n
aficionado	n
afield	r
afield	r
afield	r
aflare	a
afloat	a
afloat	a
aflutter	a
afoot	r
afoot	a
afoot	a
aforesaid	a
aforethought	a
afoul	a
afraid	a
afraid	a
afraid	a
afraid	a
afresh	r
Africa	n
African	a
African	n
Afrikaans	a
Afrikaans	n
Afrikaner	n
Afro	n
aft	a
aft	r
after	r
after	a
afterbirth	n
afterburner	n
aftercare	n
aftereffect	n
aftereffect	n
afterglow	n
afterglow	n
afterimage	n
afterlife	n
aftermath	n
afternoon	n
afterpiece	n
aftershock	n
aftertaste	n
afterthought	n
afterworld	n
Aga	n
again	r
agal	n
agama	n
Agamemnon	n
agamic	a
agapanthus	n
agape	n
agape	n
agape	n
agape	a
agar	n
agar	n
agaric	n
agaric	n
Agaricus	n
Agassiz	n
Agastache	n
agate	n
agate line	n
Agathis	n
agave	n
agaze	a
age-old	a
age-related macular degeneration	n
age	n
age	n
age	v
age	v
age group	n
aged	n
aged	a
aged	a
aged	a
aged	a
aged	a
agedness	n
Agee	n
ageism	n
ageless	a
agelessness	n
agency	n
agency	n
agency	n
agenda	n
agenda	n
agenesis	n
agent	n
agent	n
agent	n
agent	n
agent	n
agent provocateur	n
agential	a
agentive role	n
ageratum	n
agglomerate	n
agglomerate	a
agglomerate	v
agglomeration	n
agglomeration	n
agglutinate	a
agglutinate	v
agglutinate	v
agglutination	n
agglutination	n
agglutination	n
agglutinative	a
agglutinin	n
aggrandizement	n
aggravated	a
aggravated	a
aggravating	a
aggravatingly	r
aggravation	n
aggravation	n
aggravation	n
aggravator	n
aggregate	n
aggregate	n
aggregate	a
aggregate	a
aggregate	v
aggregate	v
aggression	n
aggression	n
aggression	n
aggression	n
aggression	n
aggressive	a
aggressive	a
aggressive	a
aggressively	r
aggressiveness	n
aggressiveness	n
aggressor	n
aggrieve	v
aggro	n
aghast	a
agile	a
agile	a
agilely	r
agility	n
Agincourt	n
aging	n
aging	a
agio	n
agitate	v
agitate	v
agitate	v
agitated	a
agitated	a
agitation	n
agitation	n
agitation	n
agitation	n
agitation	n
agitative	a
agitator	n
agitprop	n
Agkistrodon	n
Aglaia	n
agleam	a
aglet	n
aglet	n
aglitter	a
aglow	a
agnate	n
agnate	a
Agni	n
agnosia	n
agnostic	a
agnostic	a
agnostic	n
agnostic	n
agnosticism	n
agnosticism	n
ago	r
ago	a
agog	a
agon	n
agonal	a
agonist	n
agonist	n
agonist	n
agonistic	a
agonistic	a
agonistic	a
agonize	v
agonize	v
agonized	a
agonizing	a
agonizingly	r
agony	n
agony	n
agora	n
agora	n
agora	n
agoraphobia	n
agouti	n
Agra	n
agranulocytosis	n
agraphia	n
agrarian	a
agree	v
agree	v
agree	v
agree	v
agree	v
agreeable	a
agreeable	a
agreeableness	n
agreeableness	n
agreed	a
agreement	n
agreement	n
agreement	n
agreement	n
agreement	n
agreement	n
agrestic	a
agrestic	a
agribusiness	n
Agricola	n
agricultural	a
agriculture	n
agriculturist	n
agrimonia	n
Agrippa	n
agronomic	a
agronomist	n
agronomy	n
Agropyron	n
Agrostis	n
aground	a
aground	r
agua	n
ague	n
ague	n
Ahab	n
ahead	r
ahead	r
ahead	r
ahead	r
ahead	r
ahead	r
ahead	r
ahead	a
ahimsa	n
Ahriman	n
Ahura	n
aid	n
aid	n
aid	n
aide	n
AIDS	n
aigrette	n
Aiken	n
aikido	n
ail	v
ailanthus	n
aileron	n
ailing	a
ailment	n
aim	n
aim	n
aim	v
aim	v
aim	v
aimless	a
aimlessly	r
aioli	n
air-ship	v
air	n
air	n
air	n
air	n
air	n
air	v
air	v
air	v
air bladder	n
Air Combat Command	n
air force	n
air force officer	n
air gun	n
air hammer	n
air lane	n
Air National Guard	n
air out	v
air passage	n
air plant	n
air pocket	n
air travel	n
airborne	a
airbrake	n
airbrake	n
airbrush	n
airbrush	v
airbus	n
aircraft	n
aircraft carrier	n
aircraftsman	n
aircrew	n
airdock	n
airdrop	n
Aire	n
aired	a
Airedale	n
airfare	n
airfield	n
airflow	n
airfoil	n
airframe	n
airhead	n
airhead	n
airheaded	a
airiness	n
airiness	n
airiness	n
airing	n
airless	a
airlift	n
airlift	v
airline	n
airline	n
airliner	n
airlock	n
airmail	n
airmail	n
airmail	v
airplane	n
airplane propeller	n
airport	n
airs	n
airship	n
airsick	a
airsickness	n
airspace	n
airspace	n
airspeed	n
airstream	n
airstrip	n
airtight	a
airtight	a
airworthiness	n
airworthy	a
airy	a
airy	a
aisle	n
aisle	n
aisle	n
Aix	n
ajar	a
Ajax	n
Ajuga	n
Akan	n
akimbo	r
akimbo	a
akin	a
akin	a
akinesis	n
Akkadian	n
Akron	n
al-Fatah	n
al-Qaeda	n
Al Aqabah	n
Al Ladhiqiyah	n
ala	n
ala	n
Alabama	n
Alabama	n
Alabama	n
Alabama	n
Alabaman	n
alabaster	a
alabaster	n
alabaster	n
alabaster	n
alacrity	n
Aladdin	n
Alamo	n
alanine	n
Alar	n
alar	a
Alaric	n
alarm	n
alarm	n
alarm	n
alarm	v
alarm clock	n
alarmed	a
alarming	a
alarmingly	r
alarmism	n
alarmist	n
Alaska	n
Alaskan	a
Alaskan	n
Alaskan brown bear	n
alate	a
Alauda	n
alb	n
albacore	n
albacore	n
Albania	n
Albanian	a
Albanian	n
Albanian	n
Albany	n
Albany	n
albatross	n
albatross	n
albedo	n
Albee	n
Albert	n
Alberta	n
Albigenses	n
Albigensian	a
Albigensianism	n
albinism	n
albino	n
Albion	n
albite	n
albuginea	n
Albula	n
album	n
album	n
albumin	n
albuminous	a
albuminuria	n
Albuquerque	n
Alca	n
alcalde	n
alcazar	n
Alcedo	n
Alces	n
alchemic	a
alchemist	n
alchemy	n
alcohol	n
alcohol	n
alcoholic	a
alcoholic	n
alcoholic	a
Alcoholics Anonymous	n
alcoholism	n
Alcott	n
alcove	n
Alcyone	n
Aldebaran	n
aldehyde	n
alder	n
alder	n
alderman	n
aldermanic	a
aldol	n
aldose	n
ale	n
aleatory	a
alee	r
alehouse	n
alembic	n
aleph	n
alert	a
alert	n
alert	n
alert	a
alert	a
alertly	r
alertness	n
alertness	n
Aleut	n
Aleut	n
Aleut	n
Aleutian	a
Aleutian Islands	n
alewife	n
alewife	n
Alex Boncayao Brigade	n
Alexander	n
Alexander	n
Alexander VI	n
Alexandria	n
Alexandria	n
Alexandrian	a
Alexandrian	n
Alexandrine	n
alexandrite	n
alfalfa	n
alfalfa	n
Alfred	n
alfresco	a
alga	n
algal	a
algebra	n
algebraic	a
algebraically	r
algebraist	n
Alger	n
Algeria	n
Algerian	a
Algerian	n
Algerian dinar	n
Algiers	n
Algol	n
ALGOL	n
Algonkian	n
Algonkian	n
Algonquian	a
Algonquian	n
Algonquian	n
algorithm	n
algorithmic	a
Alhambra	n
Ali	n
Ali	n
alias	n
alias	r
alibi	n
alibi	v
alidade	n
alidade	n
alien	a
alien	a
alien	v
alienable	a
alienage	n
alienate	v
alienated	a
alienated	a
alienating	a
alienation	n
alienation	n
alienation	n
alienation	n
alienee	n
alienist	n
alight	v
alight	v
align	v
align	v
align	v
align	v
aligned	a
aligned	a
aligning	a
alignment	n
alignment	n
alike	a
alike	r
alike	r
alimentary	a
alimony	n
aliphatic	a
aliquot	n
aliquot	a
alive	a
alive	a
alive	a
alive	a
aliyah	n
aliyah	n
alizarin	n
alkahest	n
alkali	n
alkaline	a
alkalinity	n
alkaloid	n
alkalosis	n
alkene	n
alkyd	n
alkyl	n
all-important	a
all-knowing	a
all	a
all	a
all in	a
all in all	r
all over	r
all right	r
all right	a
All Saints' Day	n
Allah	n
allegation	n
allegation	n
allege	v
alleged	a
alleged	a
allegedly	r
Allegheny	n
Allegheny chinkapin	n
Allegheny plum	n
allegiance	n
allegiant	a
allegorical	a
allegorically	r
allegory	n
allegretto	n
allegretto	n
allegretto	r
allegretto	a
allegro	n
allegro	n
allegro	r
allegro	a
allele	n
allelic	a
allemande	n
Allen	n
Allen	n
Allen	n
Allentown	n
allergen	n
allergenic	a
allergic	a
allergic	a
allergist	n
allergy	n
alleviated	a
alleviative	a
alley	n
alliance	n
alliance	n
alliance	n
alliance	n
allice shad	n
Allied	a
Allied	a
allied	a
allied	a
allied	a
Allied Command Europe	n
Allies	n
Allies	n
allies	n
alligator	n
alligator	n
alligator	v
alligatored	a
alliterate	v
alliteration	n
alliterative	a
Allium	n
allocable	a
allocate	v
allocation	n
allocator	n
allochthonous	a
allocution	n
allometric	a
allometry	n
allomorph	n
allomorph	n
allopathic	a
allopathy	n
allopatric	a
allophone	n
allophonic	a
allosaur	n
allotment	n
allotment	n
allotrope	n
allotropic	a
allotted	a
allover	a
allow	v
allow	v
allow	v
allow	v
allow	v
allowable	a
allowable	a
allowance	n
allowance	n
allowance	n
allowance	n
allowance	n
allowance	v
alloy	n
alloy	v
alloyed	a
alloyed	a
allspice	n
allspice	n
allspice	n
allude	v
allure	n
allurement	n
alluring	a
allusion	n
allusive	a
alluvial	a
alluvial sediment	n
alluvion	n
ally	n
ally	n
ally	v
allyl	n
allylic	a
almanac	n
almanac	n
almandine	n
almandite	n
Almaty	n
almighty	a
almond-shaped	a
almond	n
almond	n
almoner	n
Almoravid	n
alms-giving	n
alms	n
Alnico	n
Alnus	n
alocasia	n
aloe	n
aloes	n
aloft	r
aloft	r
aloft	r
aloft	r
aloha	n
alone	r
alone	a
alone	a
alone	a
alone	a
aloneness	n
along	r
along	r
along	r
along	r
along	r
Alonso	n
aloof	r
aloof	a
aloofness	n
alopecia	n
Alopecurus	n
Alopex	n
Alosa	n
Alouatta	n
aloud	r
alp	n
alpaca	n
alpaca	n
alpaca	n
alpestrine	a
alpha	n
alpha	n
alpha	a
alpha	a
alpha fetoprotein	n
alphabet	n
alphabetic	a
alphabetic	a
alphabetically	r
alphabetization	n
alphabetize	v
alphabetize	v
alphanumeric	a
alphanumerics	n
alpine	a
Alpine	a
alpine	a
Alpinism	n
alpinist	n
alprazolam	n
Alps	n
already	r
alright	a
Alsace	n
Alsatian	a
Alsatian	n
alstroemeria	n
Altaic	a
Altaic	n
Altaic	n
Altair	n
altar	n
altar	n
altarpiece	n
altazimuth	n
alter	v
alter	v
alterable	a
alterable	a
alteration	n
altered	a
altered	a
alternate	a
alternate	a
alternate	a
alternate	a
alternate	v
alternate	v
alternate	v
alternately	r
alternating	a
alternating current	n
alternation	n
alternative	a
alternative	a
alternatively	r
alternator	n
althea	n
altimeter	n
altissimo	a
altitude	n
altitude	n
altitudinal	a
alto	n
alto	n
alto	n
alto	a
alto	a
altocumulus	n
altogether	r
Altoona	n
altostratus	n
altricial	a
altruism	n
altruistic	a
altruistically	r
alula	n
alum	n
alum	n
alum	n
alumina	n
aluminate	n
aluminous	a
aluminum	n
alumnus	n
alveolar	a
alveolar	a
alveolar consonant	n
alveolate	a
alveolus	n
always	r
always	r
always	r
alyssum	n
Alyssum	n
Alzheimer's disease	n
amain	r
amain	r
amalgam	n
amalgam	n
amalgamate	a
amalgamation	n
Amanita	n
amaranth	n
amaranth	n
amaranthine	a
amaranthine	a
Amaranthus	n
Amarillo	n
Amaryllidaceae	n
amaryllis	n
amateur	n
amateur	n
amateur	a
amateurish	a
amateurishly	r
amateurishness	n
amateurism	n
Amati	n
Amati	n
amative	a
amatory	a
amaurosis	n
amaze	v
amazed	a
amazing	a
amazing	a
amazingly	r
amazon	n
Amazon	n
Amazon	n
amazon	n
